微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数 
,#王者峡谷的优秀建议# “聊聊你对峡谷的建议”活动开启以来，我们收到了很多有益的建议和反馈。现在，我们将公布本次活动中获奖的优秀建议和反馈，其他所有符合要求的内容也将获得积分奖励，奖励在15个工作日内发出。感谢大家的参与查看路径：游戏内-活动-共创基地-聊聊你对峡谷的建议 http://t.cn/A6p1cvYT ,,,,,2023/6/30 14:42,,3352,30,644
,文化的碰撞与灵感的融合，带来一个无限可能的创新合作不拘于过去与既有的规则，大胆拥抱未来宝格丽珠宝创意总监Lucia Silvestri 及罗马设计团队与王者荣耀研发团队跨界交流，探索从珠宝王国到数字世界的美学之旅，共创出全新的“数字珠宝皮肤”探秘王者荣耀x宝格丽联名定制数字珠宝皮肤设计的灵感，期待更多的创意与惊喜7月10日，王者荣耀x宝格丽“璀璨新程”跨界合作发布盛典——敬请期待@BVLGARI宝格丽 #宝格丽王者荣耀##王者宝格丽皮肤预告片# http://t.cn/A6p3gEXY ,,,,,2023/6/30 10:00,,17329,247,1951
,#第七届王者荣耀全国大赛总决赛# 正在深圳·龙华简上体育综合体火热进行中快随本狐一起探索全国大赛中那些“平凡亦不凡”的人物故事，赢取惊喜好礼吧即日起至7月3日，参与活动必得亲密玫瑰*5、全国大赛头像框等奖励～所有事迹探索完毕后还可参与幸运魔方抽奖，有机会获得真我GT Neo5、百事可乐无糖、王者手办及皮肤～心动不如行动，赶快前往评论区传送门参与活动，赢取大奖吧 [组图共3张] 原图 ,,,,,2023/6/29 12:47,,979,12,239
,#王者荣耀# 双剑被抢？亚连也太好骗了吧！今天蔡蔡受策划老师之托来到海都，带大家一起观察新英雄亚连~亚连的神秘感从何而来、他的双剑有着怎样的强大力量？这么短的时间里亚连竟被骗走了双剑？到底是怎么回事，快戳视频看看吧~对于本期内容，你有什么意见或建议？欢迎点开评论区链接填写问卷告诉我们，蔡蔡非常期待收到大家的反馈哦~ http://t.cn/A6pm13WH ,,,,,2023/6/28 20:25,,1545,20,372
,#王者新赛季#明日即将开启！本狐为小伙伴们带来最新一期的活动公告S32赛季全新开启！新英雄-亚连登场！新赛季签到分享领好礼！#韩信弑枪猎影新皮肤# 上架！姬小满-零食大作战皮肤上架！荣耀战令更新，参与对局收集甜筒，兑换花雨缠击败特效等好礼个性按键、个性表情、限时语音、局内特效礼包、头像框礼包上架！点击文章了解更多活动详情，小伙伴们快随本狐一起来看看吧 http://t.cn/A6pEyHsG ,,,,,2023/6/26 22:19,,4101,54,525
,"#韩信弑枪猎影新皮肤##韩信荣耀典藏皮肤# 即将登场青年以性命为赌注，得稀世妖枪成为万妖之王，一枪横扫万妖臣服！角色设计上，展现出穿梭古代城市与现代城市的碰撞、对比感，利落身姿、极简轮廓，融入流云纹路、穗结等传统元素，妖冶长枪变幻莫测，当身上有【蔚蓝石像之力】时，妖枪饮宴，进化升级。特效设计方面，不同形态武器拥有不同装饰呈现，从冷冽蓝色到耀眼金黄，在连招和转枪展示上，打出特定连招时，会触发不一样的技能动作和技能特效，同时我们在普攻第四次以及部分技能动作结束后，设计了全新的转枪衔接动作，带来多样技能视觉体验！【韩信·弑枪猎影】皮肤将于2023年6月27日版本更新后与大家见面，通过游戏内积分夺宝获取,详见官网正式公告哦主题设计全新的奇幻主题下，我们塑造了韩信充满幻想感的万妖之王形象。作为觉醒妖王之力的青年，所承所受必加倍奉还，在古代妖都与现代城市的颠倒轮回之中，他拔出妖枪赤煞，誓将所有妖怪踩在脚下。同时，我们亦基于人物的成长背景为其武器设计了多样呈现形式，当身上有【蔚蓝石像之力】时，汲取力量，妖王进化，妖枪饮宴，进化升级。锁链、闪电等元素呈现将韩信万妖之王的镇妖之力体现的淋漓尽致，多样形态也让韩信局内玩法更加炫目。角色介绍在拔出那柄妖枪之前，没有一件事是顺利的。生活在大城市的青年无论如何也想象不到有一天自己会和妖怪扯上关系。当时空重叠，颠倒的妖都降临在城市上空，妖枪现世。偶然卷入其中的他，被妖怪们肆意消遣。生死一线的时刻，摆在他面前的是两个选择。逃离危险以求保全自己，还是舍弃一切伺机把握命运。而他选择以性命为赌注，最终将妖枪牢牢握在手中。妖枪现世，得之为王。新任妖王转头看向那些曾经肆意欺负消遣自己的妖怪，嘴角上扬。身份逆转，胜者为王！是时候清算一下过去的账单了。角色设计他在古代妖都与现代城市之间穿梭，身着充满现代气质的修身服饰，减少大披风、挂饰元素，利落身姿、极简轮廓带来畅快打击体验，又能与丰富场景形成视觉对比，同时服饰设计中融入流云纹路、穗结等传统元素；除此之外，作为狩猎众妖的万妖之王，角色形象展示出丰富战斗痕迹，比如异化手臂、瞳孔的呈现；突破以往的高马尾设计，发型携紫色闪光呈流云之势向上延展，刚柔并济；武器设计上，以妖灵链条为饰，链条从武器延伸到手臂，并且逐步解除封印，使得武器蜕变升级，炫酷长枪随着封印解除变幻莫测，从冷冽蓝色变为耀眼金黄，带来丰富视觉体验。场景设计围绕双重世界的视觉主题，万妖之王在古代妖都与现代城市之间穿梭，现代城市充满了真实可信的生活体验感，斜晖浸染下的高楼大厦飞鸟四掠，现代气息中夹杂神秘感；古代妖都则在唐朝建筑的基础上进行解构，设计上突出建筑之间无逻辑的相互重叠，增加了场景设计的趣味性，利用黑暗混沌、无序混乱的环境氛围与现代城市形成鲜明对比。展示动画设计夕阳下一个矫健的身影，穿梭在斜晖笼罩的空荡城市；忽而他身形调转 ，世界转瞬颠倒 ，神秘异界出现在眼前……他在阴沉的古代建筑之间 ，躲避着妖兽轻跃来到妖兽面前；须臾之间长枪以雷霆攻势横扫而出 ，妖兽倾倒——妖枪现世，胜者为王！美宣图设计成为万妖之王的青年，手持冷芒缠绕的炫酷长枪，他一脚踢在妖兽之首，伫立在妖兽头上，俯瞰着残阳如血般的古老建筑，此刻万妖俯首，这一次，是他赢了！技能特效设计围绕武器和妖气能量主题，万妖之王的能量来源于巨龙的能量球，其能量附着于武器生成不同变化 ，当身上有【蔚蓝石像之力】时，妖枪饮宴，进化升级，带来不同视觉体验：连招展示打出2-1-A-3-1连招时，会触发不一样的技能动作和技能特效转枪衔接动作普攻第四次以及部分技能动作，结束后设计了全新的转枪衔接动作普攻蓝色：全新的炫酷长枪挥舞动作，幽蓝残影以迅雷之势收发自如金色：武器变为金色强化状态时，锁链伴随闪耀金芒横扫一技能蓝色：冷冽长枪掷地，烟雾弥漫的大地瞬间四分五裂，长枪利刃留影于龟裂大地之上冷光闪烁；金色：锁链随金色长枪掷地，降妖石以花形绽放之势破土而出二技能蓝色：黑色妖气缭绕跳跃轨迹，冷冽长枪如魂附体灵动旋转于身侧。位移过墙与否，两种情况下的动作设计了差异化表现金色：武器变为金色强化状态时，幽蓝光效变为电光酷炫拖尾三技能蓝色：众枪乱舞齐出，寒芒如流星横扫对手，黑色妖气伴随幽蓝渐变铺开；金色：长枪横扫轨迹变为金黄色的炽焰，镇妖铁链镶嵌其中，金色枪阵势如雨下变身当获得【蔚蓝石像之力】时，切换为金色形态，右手手臂、长枪等转变为金色金色形态下，技能特效增加锁链元素，音效也增加了锁链的声音带来不同体验回城特效设计大地崩裂妖物破土而出，韩信长枪出手，雷霆攻势横扫而出，锁链拔地而起封印妖物待机动作：展示韩信舞枪的利落身姿行走动作：展示韩信以枪为支撑落地潇洒的身姿音乐音效设计音效设计上，针对武器我们设计了不同的技能音效，一改传统的物理whoosh音效，专门设计了一种晶体能量感氛围，来作为技能音效的基底，在combo时为技能音效做优化，使其更精炼。当韩信身上有蔚蓝石像之力时，音效新增了锁链和一些不同能量基底元素，创造一种不同的感受。音乐设计上，我们将笛箫、二胡与弦乐、电子融合，以小调中的具有独特色彩的弗里吉亚调式，来表现妖异的氛围感受，以电子部分的律动来表现韩信觉醒后张扬狂傲的性格特色。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6pE2EcQ ",,,,,2023/6/26 21:44,,30686,814,4393
,今天是S31赛季最后一天啦，本狐在搓手期待新赛季之前，已经偷偷定好了下赛季的上星目标了（荣耀王者必须安排上关注@王者荣耀，带话题#王者荣耀新赛季# 转发本微博，并分享出你的S32赛季目标，本狐将抽1位小伙伴送出【现金红包2000元】 小伙伴都想好自己新赛季的目标是什么了吗？让本狐看看有多少人已经做好准备来迎接新赛季的到来Ps：本狐会在下个赛季末随机抽查大家的flag哟 http://t.cn/A6pEE2BI 原图 ,,,,,2023/6/26 19:28,,2737,3728,3311
,#小王的健康管理日志##王者S32新赛季倒计时2天# 新赛季更新注意事项来啦✅如何一键清理王者过期资源，缩小游戏存储占用！✅登录界面下载优化，更快上线开启5V5！✅如何正确使用新赛季“边玩边下”功能？各位小伙伴们好，为解决大家游戏偶尔不流畅、包体过大的痛点，小王将开启跨版本、长期的健身计划，即“基础体验优化”专项。而在本次新赛季，我们率先优化了部分更新下载体验、推出过期资源清理新功能。快来戳视频GET知识点与注意事项，更加顺畅地体验吧！欢迎小伙伴们在评论区或问卷提出疑问及建议，我们将持续探索优化方案，为大家带来更好的游戏体验！ http://t.cn/A6p8jRts ,,,,,2023/6/25 20:04,,1791,31,411
,#王者S32新赛季倒计时2天##王者新英雄亚连反差萌#晴雨难测的海都内城区，大人物们难得聚集在一起，挑选执行任务的人选。筑城者坦言，亚连并不是一把顺手的利刃，而另一位却异常坚持，认为利刃常有，纯善难得。作战时凛冽强劲的亚连，没想到意外单纯好骗？新英雄亚连档案揭秘~看他战斗本领下，隐藏着的那颗温和本心吧！ http://t.cn/A6p8lIIv ,,,,,2023/6/25 19:34,,1885,28,281
,亲爱的召唤师：     近期我们收到反馈，部分盲盒小程序以“王者荣耀”相关奖励为噱头，吸引玩家参与。此类活动和《王者荣耀》官方并无授权合作。     我们已经联合法务团队，对此类侵害《王者荣耀》权益问题发起维权，将保留采取进一步法律手段的权利，坚决维护广大玩家及《王者荣耀》的合法权益。     王者荣耀运营团队在此也郑重提醒广大热爱《王者荣耀》的玩家，请勿轻易相信非官方主办、无官方授权及无官方合作的活动。 ,,,,,2023/6/25 18:04,,27317,121,1784
,王者S32新赛季倒计时最后2天啦！本狐也是一直玩辅助拼命保护小卤蛋，最终打上了最强王者段位！关注@王者荣耀，带话题#王者S32新赛季倒计时2天# 转发本微博，并晒出你本赛季的王者段位，本狐将抽1位小伙伴送出【现金红包2000元】 小伙伴们现在都打到什么段位了呢？快来评论区告诉本狐吧！ http://t.cn/A6pERkyl 原图 ,,,,,2023/6/25 12:43,,2890,3198,2966
,#王者S32新赛季倒计时2天##王者新英雄亚连先导动画#夕阳西下，余晖斜洒在海面上，又是一天最美好的晚餐时间！亚连花光了今日的报酬，捧着新出炉的棍棍面包准备享用。没想到，广场上来了两群不速之客——讨面包的鸽子……和说要把亚连像面包一样蹂躏的海盗？“影响别人吃饭，真的是非常不礼貌的行为！”新英雄亚连先导动画《晚餐时间》来袭！要知道，在海都，会“咕咕咕” 的不止有鸽子，还有亚连的肚子。 http://t.cn/A6p82PfS ,,,,,2023/6/25 12:10,,2354,71,654
,#端午节# 粽子飘香艾草芳，笑语欢声迎端阳！小伙伴们在假期和朋友上分之余，也来看看本狐带来的本期#小妲己的峡谷冷芝士#吧！关注@王者荣耀 ，转发本微博，本狐将随机抽2位小伙伴各送出100Q币奖励；在评论区留下你的答案，前2名回答正确的小伙伴将分别获得【王者荣耀峡谷甜品屋系列手办 - 单盒（随机款）】一份小伙伴们都已经知道答案了吗？快来评论区告诉本狐吧！ http://t.cn/A607cR1F [组图共2张] 原图 ,,,,,2023/6/24 20:46,,1409,521,484
,#王者新赛季6月27日开启##王者英雄之路新系统# 跃过陡峭的山崖，攀上一座座顶峰，剑指之处，是眼前更为璀璨的星空——“来吧伙伴！和我一起，让整片星空都为我们闪耀！”王者新赛季将在6月27日开启，英雄之路系统上线在即！快来王者峡谷，与本命英雄一起，点亮专属于你们的浩瀚星辰  原图 ,,,,,2023/6/24 15:00,,3085,57,519
,号外号外！#王者S32赛季今日开启# 小伙伴们准备好迎接全新赛季了吗？本狐为大家搜罗来了新赛季的亮点更新内容，快收下这份盘点吧新赛季故事：海都风暴将至，当剑士接下命运的委托，他与火鹰小队之间，又会发生怎样的故事呢？新英雄亚连：亚连登临峡谷，快去峡谷体验爽快斩击！英雄之路：英雄熟练度新等级开放，超华丽的荣耀称号展示等你解锁；新战令福利：戈娅-驭风魔法即将上线，一起期待叱咤天空的魔女之力~新优化调整：对战体验、社交互动、峡谷品质……更多精彩内容，快来戳大图了解吧！ [组图共9张] 原图 ,,,,,2023/6/27 10:50,,946,8,221
,期待已久的#王者S32新赛季明日开启# ，小伙伴们快抓住最后时机猛猛冲分啦！本狐的【峡谷真心话】夜聊茶水间也开张，接收在峡谷小憩的小伙伴们主题：假如可以选一个技能作为你的超能力，你最想选哪个？地点：本条微博评论区奖励：随机抽两位幸运鹅，分别送上【云端筑梦师庄周手办】一个快来评论区留下你的想法，本狐非常期待大家的回答哟#韩信弑枪猎影新皮肤# http://t.cn/A6peYkn4 [组图共2张] 原图 ,,,,,2023/6/26 22:47,,1835,51,1218
,#王者英雄之路新系统##王者新赛季漂泊之剑#   英雄之路系统即将上线，全新熟练度等级、华丽的荣耀称号展示、多样专属战斗风格待你解锁！在成为强者的道路上，漫天星辰总会为不断前行的人们闪耀，见证每个荣耀的高光时刻，更铭记下珍贵的点滴羁绊。小伙伴们快点击视频，查收这份来自本命英雄的同行邀请吧！ http://t.cn/A6pHkv2V ,,,,,2023/6/24 14:00,,1900,94,286
,#王者新赛季6月27日开启##王者新英雄亚连6月27日上线# 在海都内城区，矗立着一座座经历时光洗礼后依然长存的建筑，它们既是海都繁荣的象征，亦是海都过往历史的见证。弗伦歌剧院、鸢尾瀑布餐厅、星光主殿.....王者新赛季将在6月27日开启，快跟紧本狐和新朋友亚连的脚步，一起解锁海都的全新区域，看看新英雄亚连的精彩故事吧！ [组图共7张] 原图 ,,,,,2023/6/23 15:31,,2669,76,734
,#王者新赛季6月27日开启##王者新英雄亚连6月27日上线# 他是拥有魔武双剑、九段连斩的凛冽剑士。铁剑“守心”，静心守护；红剑“赤影”，锐不可当。只要剑还在，他就不会输！“需要我解决什么？什么都可以。”王者新英雄亚连将在6月27日上线，执剑在手，总会找到方向！  原图 ,,,,,2023/6/23 14:38,,2005,45,413
,#王者新赛季6月27日开启##王者新英雄亚连6月27日上线# “火鹰号的……监视者？”由不得亚连犹豫，筑城者的目光已穿过巍巍高塔，所指之处，乌云翻涌，风暴酝酿，似乎要席卷整片奇迹之海。当命运的委托随风暴降临，这一次，剑士的选择，是做守护的剑鞘，还是致命的锋刀？小伙伴们，来王者峡谷，与新英雄亚连一起做出最终抉择吧！ 原图 ,,,,,2023/6/23 14:00,,2106,45,342
,"#蒙犽百解令新皮肤##蒙犽源梦新皮肤# 【百解令】研发沟通已于4月24日开启，我们还安排了四个共创环节（局外展示场景方案票选、海报线稿方案票选、技能特效研讨及语音/台词方案票选），诚挚邀请大家参与到这款皮肤的主要研发环节中，积极发表自己的建议，做出决策，让这款皮肤能在大家的参与和见证下诞生，共创进程可在“皮肤共创研发手记”内查看及参与。第二个共创环节是为期7天（6月16日-6月22日）的海报方案票选，截至6月22日23:59，共有2,900,593名玩家参与了海报线稿方案的研讨会，为自己喜欢的海报方案投出了宝贵的一票。根据最终结果，方案一【广散珍宝】获得了1,165,829名玩家的支持，将成为最终落地游戏的海报方案。感谢所有玩家的热情参与，我们将围绕该海报方案进行分步骤上色、细节精修等后续工作，完善成为蒙犽-百解令的最终海报，并裁切为皮肤的半身像和小头像。其他共创环节也将陆续开展，敬请关注创意互动营后续公告。 [组图共2张] 原图 ",,,,,2023/6/23 13:00,,1362,16,211
,#王者荣耀# #峡谷大气层# 移速衰减机制你了解吗？一分钟，本狐带你掌握移速的“极限”，在峡谷马拉松负重挑战中脱颖而出！ 小伙伴们还知道峡谷中有哪些改变移速方法吗？快来评论区告诉本狐吧！ 王者荣耀的微博视频  ,,,,,2023/6/22 19:00,,2044,30,368
,#王者新游星之破晓来了##王者荣耀代号破晓版号过审# 来了来了，晓老弟终于来啦！代号破晓正式名称发布——王者荣耀《星之破晓》！《星之破晓》是《王者荣耀》IP下首款英雄剧情格斗手游，由腾讯天美工作室群制作。在破晓的故事中，来自不同时空的英雄们将进入由他们自己的意识形成的暗心世界。英雄们将通过酣畅淋漓的战斗，战胜和突破自我。战场不设限，操作无上限。4分钟一局，随时来一把。英雄汇聚，战斗等你开启！和本狐一起来期待吧！ http://t.cn/A6pjNvyx ,,,,,2023/6/21 19:50,,1989,913,350
,大乔猫狗日记星梦星元已经与大家一起见证了脸部优化、宣传海报票选出炉，今天来随本狐进入星元研发的第三个环节：名字票选！这三套由大家票选出来的星梦星元风格迥异，都有自己的特色，她的名字也将由各位小伙伴共同来投票决定！活动时间：6月13日-6月23日活动内容：诚邀各位造星师为三套星元选出最契合的名字方案，并发表自己的建议与想法。活动参与路径游戏内：活动-共创基地-大乔猫狗-星元名称票选社区-发现-创意互动营-大乔星梦星元皮肤研发站王者荣耀官网-社区互动-创意互动营-共创项目-星梦研发站PC端&移动端链接已放置在评论区参与奖励参与全部4次研发活动的玩家还将获得【星梦星元研发全勤奖励】：皮肤主题个性表情，更有机会额外获得大乔、大乔-猫狗日记。小伙伴们，名字票选活动将在6月23号截止，快去为你喜欢的名字点赞吧！ 原图 ,,,,,2023/6/20 19:07,,2290,23,336
,#王者赛宝电竞派对开启#福利来袭！签到7天100%领电竞派对Q版限时表情“赛宝等你”、“来我的局”！组织好友一起对局PK，还能赢赛宝头像框、亲密度道具！现在参与#赛宝电竞派对#赛事，还有现金奖励、王者周边等你来拿活动入口：①【王者赛宝】公众号-后台回复【电竞派对】获得一手福利资讯>>② 点击评论区活动链接小伙伴们最想要的奖励是什么呢？快来评论区告诉本狐吧~ 原图 ,,,,,2023/6/20 15:42,,1602,20,283
,当顶级珠宝品牌遇上第九艺术，注定是一场奇妙的跨界之旅。来自罗马的@BVLGARI宝格丽 ，穿越时空，通往数字世界，源于中国的王者荣耀，文化碰撞，沉浸珠宝美学，东方的绮丽幻想与西方的先锋艺术结合，新的灵感由此产生。王者荣耀与全球战略合作伙伴 @BVLGARI宝格丽 重磅跨界合作，携手定制首款数字珠宝皮肤，共同开启璀璨新程，敬请期待。#宝格丽王者荣耀# #王者荣耀宝格丽联名皮肤# http://t.cn/A6pWIxxd ,,,,,2023/6/20 10:00,,27131,531,2649
,#王者S32赛季漂泊之剑#即将来临！本狐带大家抢先感受王者S32战令皮肤荣耀战令进阶版星元部件吧！昼夜更替，曙光守护者摇身一变白昼的守护者，这一次，充满阳光气息的#铠星元曙光捍御者#优雅来袭，和本狐一起期待铠的新装吧~角色设计以光与影，昼与夜的对比为设计灵感，利用全新色彩演绎铠曙光守护者。黄、橙、白色系列代表的太阳光辉预示白昼的到来，武器也变为莹白和金黄结合的色调，变身后的铠身覆熠熠生辉的重型铠甲，金黄的渐变长发和炫光点缀，肃穆中带有热烈、高贵的气质。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6pOOesB ,,,,,2023/6/19 18:20,,4455,156,1012
,#西施新皮肤玲珑珍味##王者S32赛季漂泊之剑#来啦~作为心灵手巧的小厨娘，她以美食为契，治愈着陌生人疲惫的心灵。服饰设计上，西施作为制作传统中式甜点的点心斋厨娘，使用中国传统的浓郁红、蓝对比色，鲜妍明丽。配饰设计上使用了盘扣、马面裙、中国结等大量的传统服饰元素，点缀以多彩的云纹和甜点形状的花纹，更显灵动活泼~主题设计活泼机灵的小厨娘，在街角那间咖啡馆对面，开了家只在傍晚营业的点心斋，慰籍所有奔波忙碌的行人。西施活泼、机灵的气质，和制作中式甜点的小厨娘十分契合，让人感觉到如沐春风般的温暖。倚在柜台的盈盈少女，用馥郁甜香慰藉整日风尘，将客人卸下的疲惫与沧桑留在神秘的点心斋。角色设计西施作为制作中式甜点的少女，配色设计上使用中国传统的浓郁红、蓝对比色，鲜妍明丽；配饰设计上使用了盘扣、马面裙、中国结等大量的传统服饰元素，点缀以多彩的云纹和甜点形状的花纹，更显灵动活泼；除此之外，腰间的挂饰以及绳结也使用了花朵点心的造型，更加契合人物的小厨娘身份。美宣图设计古朴的点心斋里，忙碌的小厨娘正在品尝当季新品，精巧、鲜艳的花状点心盛放在青色的瓷碟中，馥郁的香气散发，就连嘴馋的小猫咪都被吸引，突然，调皮的小猫咪一跃而起，哎呀，规整的点心区都被弄的乱七八糟了，不过没关系，小厨娘会重新制作可口点心，并用这些小巧玲珑的美食，慰籍所有奔波忙碌的行人。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6pOKl4u ,,,,,2023/6/19 17:20,,13436,607,1286
,#戈娅新皮肤驭风魔法##王者S32赛季漂泊之剑#来啦！戈娅化身叱咤天空的魔女，为了保护伙伴在月夜上演惊心动魄的追逐战~形象设计上，将原本的飞艇造型进行创意化演绎，变为古老、神秘的魔法扫帚，背部的黑色蝙蝠翅膀、古灵精怪的魔法巫师帽等装饰为戈娅增添一丝俏皮感；特效设计上充满魔法氛围，神秘紫色和亮眼黄色搭配渲染，辅以蝙蝠、法阵等元素装饰，女巫抬起手臂，释放出神秘的魔法蝙蝠之力~和本狐一起期待叱咤天空的魔女上线吧~角色介绍自黑森林向魔法教廷宣战以来，熊熊战火蔓延四方，无论魔法师还是凡人都受到波及。身为魔法学院的毕业生，她一向特立独行，在魔法师与凡人交恶时，她却和一群凡人成为了朋友。当朋友因战争失去家园，流离失所，她飞驰在空中，引领大家来到神秘的庇护之地，这里远离战火，只有祥和与安宁。当然，无数双眼睛仍紧盯此地，而她会靠出色的飞行技术给这些家伙一点教训，要知道，当年在学院时，她便以“叱咤天空的魔女”之称让无数人闻风丧胆……主题设计戈娅一直以来给人以英姿飒爽、潇洒不羁的形象感受，作为沙漠中的飞舟好手，她以利落身姿穿梭于大大小小的危险任务中，基于此人物基调，我们将戈娅原本的飞艇造型，进行创意化演绎，变为古老、神秘的魔法扫帚，让她能够继续驰骋于神秘月夜中，操控沙洲的戈娅亦变为叱咤天空的魔女，而不变的是她守护伙伴、家园的正义之心。角色设计将原本的飞艇造型进行创意化演绎，变为古老、神秘的魔法扫帚，戈娅化身魔法师，不对称的服饰剪裁、三角形的半侧镂空设计突出她的潇洒、不羁，配饰设计上，背部的黑色蝙蝠翅膀增添一丝俏皮感，手腕有亮眼的紫色蝠翼作为装饰，头部还配有古灵精怪的魔法巫师帽，仔细看，帽子自带搞怪表情，趣味十足。场景设计场景围绕风系魔法村落的主题，神秘、幽静的魔法村落，在魔法套系的世界观中，属于与黑魔法对立的阵营，同时将角色置于开阔高空中展示，有利于树屋部落的呈现，也有助于塑造过场动画中戈娅穿梭丛林风驰电掣的形象，切合角色正义、飒爽的气质以及玩法特色。展示动画设计紫色的小蝙蝠扑棱着翅膀，伴随着紫色光晕消散，神秘的魔法书本哗啦啦翻开，魔女手指轻点、细心翻阅，然而身后的魔法攻击也随之而来，她驾驶着扫把形状的魔法载具飞天遁地，云雾蔓延，魔女驰骋于皎洁圆月之下，她身姿急转，帽檐翻飞，转瞬之间她便回到了神秘的魔法树屋下。美宣图设计万籁俱静，圆月当空，夜空中充满了蝙蝠振翼的声音，神秘的魔法师正骑着帅气的魔法扫帚，从魔法树屋中出发，飞翔于夜空，魔法书散发着紫色光芒，书页在夜风中不断翻飞，女巫抬起手臂，释放出神秘的魔法之力~技能特效设计魔法主题氛围的特效设计，色彩上神秘紫色和亮眼黄色搭配渲染，辅以蝙蝠、法阵等元素装饰：普攻：戈娅释出紫色拖尾的金色箭矢被动：紫色与金色交织的强化弹道，巨大箭矢飞驰一技能：魔法扫帚爆发加速，蝙蝠夹杂紫砂惊起，金色与紫色交织的砂溅射而出二技能：金色箭矢随紫砂释出，紫砂倾泻如瀑三技能：戈娅召唤蝙蝠唤起神秘魔法阵，形成魔法龙卷风，卷席一切音乐音效设计音乐设计上，与同魔法系列的皮肤音乐统一了风格听感，以管弦为主，辅以钢片琴、钟声等具有奇幻色彩的音色，增加跑动的木管来呈现魔法听感。在音效设计上，主要风格围绕魔法幻想，通过魔法扫帚，魔法箭矢，蝙蝠风暴等声音元素，塑造戈娅此次雷厉风行的女巫形象。*此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6pOaEgh ,,,,,2023/6/19 16:20,,5074,114,656
,#王者S32赛季漂泊之剑##王者新赛季即将开启#起舵出航去探寻真相的火鹰小队、高塔之上的大人物和漂泊异乡的外来者亚连，三者之间的故事即将拉开帷幕，宁静平和的海都未来会发生怎样的变化？狂风吹过宁静的海平面，漾起阵阵波澜，“海都的第一场风暴，就要来了。”王者荣耀新赛季漂泊之剑预告PV来袭，新英雄亚连、峡谷优化、全新战令等新内容即将上线，点击视频和本狐一起抢先看看吧 http://t.cn/A6pOJ2EI ,,,,,2023/6/19 15:24,,4204,62,434
,#峡谷缤纷特饮盲盒# 夏日多巴胺特调~清凉上线！关注@王者荣耀 +@王者好物 ，转发本条微博，本狐将随机抽20位小伙伴分别送【峡谷缤纷特饮系列盲盒】一个！以7位英雄形象为灵感打造的缤纷特饮，哪一杯是你的夏天心动口味？发售详情见评论区，快来跟本狐一起看看吧！6月30日开奖！ http://t.cn/A6pejViN [组图共9张] 原图 ,,,,,2023/6/19 12:31,,2443,1225,894
,#王者新赛季漂泊之剑##鲁班大师探海日志皮肤#来啦沉醉学术的鲁班大师，前往海都开启全新探索！作为来海都考察的学者，人物整体色调在海都主蓝色的基础上，融入更多深蓝，欧式正装的服装样式，点缀波浪、海螺花纹以及一些好运螺装饰品，突出他海都贵族的全新身份碧蓝如洗的天空下，浅碧色的海水将睿智的学者环绕，和鲁班大师一起前往海都探索新的奥秘吧~主题设计作为机关天才，鲁班大师一直以来给人以睿智、严谨的形象感受，他沉醉于美妙的科研之中，心无旁骛。而这一次，因为对阿科米亚秘术的好奇，他前往海都进行学术交流，继续着别样的学者旅途。基于鲁班大师的人物特质，我们利用海都的主色调蓝色，将其包装为睿智的学者形象，而作为海都的贵客，他也身着异域风格的欧式正装亮相，机械臂也增加了更多流动感强烈的装饰氛围。角色设计鲁班大师作为来海都考察的学者，色调在海都主蓝色的基础上融入更多深蓝，体现出鲁班大师的睿智；欧式正装的服装样式，点缀波浪、海螺花纹以及一些好运螺装饰品，突出他海都贵族的身份；身后的机械臂整体造型和花纹使用了更多曲线，在流动美感更强的基础上，用齿轮和标尺等元素，额外展现装置的精密感，从而突出鲁班大师对科学严谨的态度。美宣图设计碧蓝如洗的天空下，浅碧色的海水将睿智的学者环绕。他身着蓝白搭配的欧式正装，优雅的挥舞着手臂，操控着蓝色的机械臂获取珍贵的海都研究素材。在海水之上的考察船里，小满和狂铁站在甲板上，遥遥眺望着海面。 *此为研发过程中录制，所展示内容仅供参考 http://t.cn/A6ppjtev ,,,,,2023/6/18 13:37,,3369,84,564
,新赛季即将开启倒计时，小伙伴们赛季初立下的段位目标达成了吗？带话题#王者新赛季漂泊之剑# 转发本条微博，揪一位小伙伴送出【2000元现金红包】来评论区分享你的段位截图，寻找冲分搭子（现金奖励由微博侧开奖发放@微博抽奖平台 ）  抽奖详情  原图 ,,,,,2023/6/18 12:42,,3065,4376,3579
,#王者新赛季漂泊之剑##王者S32赛季漂泊之剑#本应是平凡的一日，火鹰号在船长莱西奥的指挥下再次起航，继续去探索未知真相。“抓紧时间，风暴就要来了！”临时大副狂铁在甲板上呼喊着，催促船员们加快行动。然而，在他们看不见地方，接下任务的雇佣兵亚连，正在阴影中注视着他们的一举一动……微风渐起，风车旋转，海平面上漾起波澜。今年海都的第一场“风暴”，就要来了。王者荣耀S32赛季漂泊之剑即将开启，与新英雄亚连，一同寻找执剑的意义 原图 ,,,,,2023/6/18 12:00,,3063,56,404
